Neighbourhood;Security Deposit;Availability 30;Availability 60;Availability 90;Availability 365;Review Scores Rating;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Cleaning Fee;Guests Included;Extra People;Cancellation Policy;Square Feet;Minimum Nights;Maximum Nights
;300.0;6;27;57;57;94.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;90.0;;1;0;strict;;2;1125
El Tréntaiseis;95.0;3;26;31;32;91.0;Niño Jesús;Retiro;Apartment;Entire home/apt;5;1.0;2.0;5.0;Real Bed;60.0;15.0;4;15;moderate;;2;365
;;6;6;15;16;83.0;Orcasur;Usera;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;20.0;;1;0;strict;;1;1125
La Latina;150.0;0;2;11;61;92.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;48.0;10.0;2;20;flexible;;1;1125
Justicia;100.0;0;0;0;219;96.0;Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;250.0;20.0;2;10;moderate;0.0;3;25
La Latina;;20;50;80;355;88.0;Palacio;Centro;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;23.0;;1;14;moderate;;1;1125
;;10;40;70;70;;Gaztambide;Chamberí;House;Private room;1;1.0;;;Real Bed;26.0;;1;0;flexible;;1;1125
Jerónimos;;7;22;33;290;90.0;Jerónimos;Retiro;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;22.0;;1;11;strict;0.0;1;1125
Sol;400.0;11;23;47;321;100.0;Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;115.0;70.0;1;0;strict;;3;1125
Barajas;;30;60;90;365;92.0;Casco Histórico de Barajas;Barajas;House;Private room;2;;1.0;1.0;Real Bed;35.0;12.0;2;10;moderate;0.0;4;1125
;300.0;0;0;5;280;97.0;Casa de Campo;Moncloa - Aravaca;Apartment;Entire home/apt;6;2.0;0.0;4.0;Real Bed;100.0;40.0;4;20;flexible;;3;1125
Palacio;;0;0;0;252;88.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;80.0;20.0;2;0;strict;;20;1125
Pacifico;150.0;11;41;43;43;97.0;Pacífico;Retiro;Apartment;Entire home/apt;2;2.0;1.0;1.0;Real Bed;65.0;20.0;1;0;flexible;;2;1125
Castellana;;7;7;23;24;100.0;Castellana;Salamanca;Apartment;Entire home/apt;4;2.5;2.0;3.0;Real Bed;230.0;160.0;1;0;strict;;5;90
Guindalera;;0;6;36;127;90.0;Guindalera;Salamanca;Apartment;Private room;1;1.0;1.0;2.0;Real Bed;20.0;;1;18;strict;;1;1125
Sol;200.0;3;15;24;259;98.0;Sol;Centro;Apartment;Entire home/apt;6;3.0;3.0;6.0;Real Bed;240.0;45.0;1;0;strict;;2;1125
Vicálvaro;250.0;6;6;19;294;75.0;Casco Histórico de Vicálvaro;Vicálvaro;House;Private room;2;1.0;1.0;1.0;Real Bed;30.0;;1;0;moderate;;5;1125
;;0;0;0;0;100.0;Guindalera;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;45.0;20.0;1;0;flexible;;2;1125
;;23;50;76;349;92.0;Moscardó;Usera;Apartment;Shared room;4;1.0;1.0;3.0;Real Bed;16.0;;1;17;flexible;;1;1125
La Latina;100.0;9;32;62;337;84.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;10.0;1;8;moderate;;2;1125
;;2;8;15;287;83.0;Universidad;Centro;House;Private room;2;1.0;1.0;1.0;Real Bed;29.0;7.0;2;15;moderate;;1;1125
Sol;100.0;1;17;17;61;96.0;Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;60.0;24.0;2;8;flexible;;2;1125
Prosperidad;500.0;18;43;48;323;100.0;Prosperidad;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;110.0;80.0;1;0;flexible;;7;90
La Latina;200.0;11;34;61;336;89.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;115.0;45.0;2;0;strict;700.0;3;365
Malasaña;300.0;12;33;56;331;94.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;75.0;35.0;2;274;moderate;;3;1125
Malasaña;100.0;0;0;0;0;;Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;100.0;;1;0;flexible;;2;1125
Palacio;100.0;4;18;32;290;91.0;Palacio;Centro;Apartment;Entire home/apt;8;2.0;3.0;6.0;Real Bed;150.0;50.0;4;9;moderate;;3;1125
;;0;0;30;305;95.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;;1;10;flexible;;1;1125
Guindalera;100.0;8;23;39;304;94.0;Guindalera;Salamanca;Apartment;Entire home/apt;8;2.0;3.0;4.0;Real Bed;148.0;50.0;6;15;strict;;3;1125
;;10;32;32;32;;Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;100.0;22.0;1;0;flexible;;2;1125
;300.0;5;35;65;121;89.0;Hispanoamérica;Chamartín;Apartment;Entire home/apt;3;2.0;2.0;3.0;Real Bed;50.0;35.0;1;20;strict;;7;1125
;;22;52;82;107;90.0;Imperial;Arganzuela;House;Private room;2;1.0;1.0;1.0;Real Bed;35.0;;1;0;flexible;;2;6
Argüelles;;5;6;22;291;99.0;Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;35.0;;1;0;flexible;;2;1125
;;0;0;0;261;;Nueva España;Chamartín;House;Entire home/apt;10;5.0;5.0;9.0;Real Bed;875.0;375.0;1;0;strict;;30;1125
Fuente del Berro;;24;54;84;174;80.0;Fuente del Berro;Salamanca;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;40.0;15.0;1;20;strict;;1;1125
Almagro;;12;42;72;163;;Almagro;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;94.0;;1;15;strict;;7;1125
;300.0;9;22;43;318;100.0;Gaztambide;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;75.0;30.0;2;15;strict;;2;1125
;;30;60;90;365;;San Diego;Puente de Vallecas;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;18.0;;1;0;flexible;;1;1125
Carabanchel;;0;1;31;32;;Opañel;Carabanchel;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;50.0;;1;0;flexible;;2;1125
;;30;60;90;365;100.0;Embajadores;Centro;Apartment;Shared room;2;1.0;1.0;1.0;Pull-out Sofa;25.0;30.0;1;20;strict;;3;1125
Cuatro Caminos;100.0;24;54;84;84;100.0;Cuatro Caminos;Tetuán;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;35.0;8.0;2;10;moderate;;1;3
;250.0;0;0;7;282;93.0;Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;65.0;;2;20;moderate;;3;365
;;19;49;79;79;96.0;Fuente del Berro;Salamanca;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;39.0;5.0;1;0;flexible;;1;1125
;;30;60;90;365;90.0;La Paz;Fuencarral - El Pardo;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;25.0;;1;25;flexible;;1;1125
Goya;;7;27;31;306;95.0;Goya;Salamanca;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;;1;0;flexible;;1;10
;;7;19;24;246;100.0;Cuatro Caminos;Tetuán;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;120.0;;1;0;moderate;;3;60
Fuencarral-el Pardo;100.0;10;10;28;28;;Peñagrande;Fuencarral - El Pardo;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;65.0;25.0;4;10;flexible;;3;1125
;99.0;30;60;90;90;;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;69.0;39.0;1;19;moderate;;3;1125
Atocha;150.0;0;1;16;271;91.0;Atocha;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;49.0;18.0;2;12;strict;;1;1125
La Latina;300.0;7;22;41;298;94.0;Embajadores;Centro;Apartment;Entire home/apt;12;2.0;4.0;11.0;Real Bed;200.0;40.0;6;30;strict;;1;1125
;;0;0;0;153;93.0;Universidad;Centro;Dorm;Private room;1;1.0;1.0;1.0;Real Bed;50.0;;1;0;flexible;;1;1125
Trafalgar;;13;43;73;163;90.0;Trafalgar;Chamberí;House;Private room;2;1.0;1.0;1.0;Real Bed;25.0;;1;0;flexible;;1;3
Embajadores;300.0;0;0;0;0;;Embajadores;Centro;Apartment;Entire home/apt;4;3.0;2.0;2.0;Real Bed;150.0;35.0;4;0;flexible;;7;1125
Cortes;;0;0;0;65;83.0;Cortes;Centro;Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;75.0;15.0;2;10;flexible;;2;100
Moncloa;;30;60;90;365;84.0;Ciudad Universitaria;Moncloa - Aravaca;Apartment;Entire home/apt;5;1.5;2.0;3.0;Real Bed;100.0;10.0;1;35;flexible;;2;4
Palos do Moguer;;6;30;57;58;91.0;Palos de Moguer;Arganzuela;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;21.0;;1;0;flexible;;1;1125
Embajadores;;0;0;0;0;83.0;Embajadores;Centro;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;21.0;;1;5;moderate;;3;10
Palacio;;2;9;16;273;97.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;105.0;40.0;1;0;moderate;;2;1125
;;14;28;55;321;85.0;Embajadores;Centro;Condominium;Entire home/apt;5;2.0;2.0;3.0;Real Bed;130.0;;1;0;flexible;;2;1125
La Latina;;0;0;5;92;90.0;Embajadores;Centro;Condominium;Entire home/apt;4;1.0;1.0;2.0;Real Bed;59.0;20.0;2;10;moderate;;3;1125
Jerónimos;;0;0;5;5;93.0;Jerónimos;Retiro;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;95.0;;2;25;moderate;;3;10
Palos do Moguer;100.0;0;0;0;0;100.0;Palos de Moguer;Arganzuela;House;Private room;2;1.0;1.0;2.0;Real Bed;45.0;12.0;1;0;flexible;;2;10
;;15;45;72;194;93.0;Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;;1;0;moderate;;1;7
;;0;0;0;96;;Recoletos;Salamanca;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;385.0;200.0;1;0;strict;;30;1125
;;7;37;67;67;;Palacio;Centro;Apartment;Entire home/apt;1;1.0;0.0;2.0;Real Bed;80.0;5.0;1;0;flexible;;1;1125
Carabanchel;;5;18;40;41;;San Isidro;Carabanchel;House;Entire home/apt;4;2.0;3.0;2.0;Real Bed;40.0;25.0;1;0;flexible;;2;1125
Malasaña;100.0;13;29;41;312;90.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;75.0;20.0;1;0;strict;;2;28
Sol;87.0;2;10;34;307;92.0;Sol;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;58.0;18.0;1;0;strict;;1;1125
Almenara;;0;12;28;28;100.0;Almenara;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;30.0;;1;0;moderate;;1;1125
Embajadores;200.0;15;40;70;254;88.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;55.0;25.0;2;19;strict;;2;1125
Argüelles;;0;0;0;0;100.0;Casa de Campo;Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;18.0;;1;0;flexible;;1;1125
Fuencarral-el Pardo;;13;43;73;325;95.0;Peñagrande;Fuencarral - El Pardo;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;180.0;;1;0;flexible;;3;1125
;;1;2;8;118;100.0;Palacio;Centro;Apartment;Private room;4;1.0;1.0;3.0;Real Bed;35.0;;1;0;flexible;;1;1125
Argüelles;;0;0;6;96;96.0;Argüelles;Moncloa - Aravaca;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;59.0;19.0;1;0;strict;;1;1125
;500.0;0;0;0;262;93.0;Pacífico;Retiro;Other;Entire home/apt;5;2.0;3.0;3.0;Real Bed;89.0;45.0;5;21;strict;;30;1125
Fuente del Berro;200.0;5;21;36;127;96.0;Goya;Salamanca;Other;Entire home/apt;2;1.0;0.0;1.0;Real Bed;45.0;15.0;1;0;moderate;;3;1125
;;0;0;0;0;;Almenara;Tetuán;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;45.0;;1;0;flexible;;2;12
;;0;0;5;280;;Embajadores;Centro;Apartment;Private room;2;3.0;1.0;1.0;Real Bed;20.0;;1;0;strict;;10;1125
;200.0;1;10;33;308;98.0;Rios Rosas;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;55.0;25.0;1;0;moderate;;2;75
Puente de Vallecas;100.0;0;0;0;0;96.0;San Diego;Puente de Vallecas;House;Entire home/apt;3;1.0;2.0;2.0;Real Bed;40.0;10.0;1;10;flexible;;1;1125
Goya;100.0;7;7;16;291;89.0;Goya;Salamanca;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;175.0;;1;0;moderate;;2;20
Ciudad Lineal;200.0;30;54;61;336;96.0;San Juan Bautista;Ciudad Lineal;Apartment;Private room;2;1.0;1.0;3.0;Real Bed;39.0;25.0;1;36;flexible;;1;1125
Embajadores;;15;39;60;335;99.0;Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;115.0;40.0;1;0;flexible;;2;1125
;100.0;3;14;23;281;95.0;Campamento;Latina;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;60.0;30.0;2;0;strict;;2;60
;;2;2;2;2;94.0;Bellas Vistas;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;26.0;;1;0;flexible;;1;1125
;;6;6;6;6;;Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;40.0;10.0;1;0;flexible;;4;10
Palacio;200.0;4;13;24;248;88.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;98.0;50.0;2;20;strict;;2;1125
Goya;;15;30;48;263;96.0;Goya;Salamanca;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;125.0;40.0;1;0;flexible;;2;30
Malasaña;;0;0;0;0;100.0;Universidad;Centro;Loft;Entire home/apt;3;2.0;1.0;1.0;Real Bed;60.0;;1;0;moderate;;3;1125
;94.0;5;22;49;139;75.0;Cortes;Centro;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;28.0;12.0;1;0;flexible;;1;1125
;;16;46;76;351;92.0;Argüelles;Moncloa - Aravaca;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;25.0;;1;10;flexible;;1;1125
;300.0;0;0;0;0;;Puerta del Angel;Latina;House;Entire home/apt;6;1.0;3.0;4.0;Real Bed;80.0;;2;15;flexible;;1;1125
;;9;9;23;23;100.0;Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;57.0;35.0;2;15;flexible;;1;1125
Trafalgar;96.0;7;28;54;329;73.0;Trafalgar;Chamberí;Apartment;Entire home/apt;8;2.0;2.0;2.0;Real Bed;186.0;30.0;4;15;flexible;;1;1125
Sol;150.0;7;25;43;133;80.0;Sol;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;65.0;30.0;1;35;flexible;;1;1125
La Latina;80.0;6;13;33;308;91.0;Embajadores;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;70.0;20.0;2;15;moderate;;2;60
Sol;100.0;9;14;35;310;94.0;Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;65.0;40.0;2;0;moderate;;3;364
;;2;2;2;154;;Hispanoamérica;Chamartín;Apartment;Entire home/apt;6;2.5;3.0;6.0;Real Bed;300.0;;1;0;flexible;;4;8
Embajadores;;0;0;0;97;86.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;10.0;1;10;moderate;;3;1125
La Latina;150.0;0;0;0;189;96.0;Palacio;Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;80.0;30.0;2;15;strict;;1;60
;;1;1;28;303;98.0;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;43.0;;1;10;strict;0.0;3;1125
Justicia;300.0;8;25;46;150;99.0;Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;78.0;39.0;2;0;strict;;2;20
Cortes;700.0;5;24;51;326;94.0;Cortes;Centro;Apartment;Entire home/apt;4;2.0;3.0;3.0;Real Bed;180.0;140.0;1;0;strict;;3;1125
Acacias;;15;41;71;75;100.0;Acacias;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;17.0;;1;0;flexible;;1;15
Palacio;80.0;2;3;9;176;96.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;65.0;;2;10;strict;;2;365
La Latina;;3;8;31;67;88.0;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;42.0;18.0;2;10;moderate;;2;1125
;85.0;0;0;0;97;;Almagro;Chamberí;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;60.0;;1;45;strict;;1;1125
;;4;6;22;261;100.0;Goya;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;30.0;;1;0;strict;;1;1125
Argüelles;;29;59;89;364;;Argüelles;Moncloa - Aravaca;Apartment;Private room;5;;1.0;;Real Bed;;;1;0;flexible;;1;1125
;;4;15;23;265;97.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;60.0;30.0;2;15;flexible;;2;20
Sol;;3;6;14;95;99.0;Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;Pull-out Sofa;80.0;;1;0;strict;;3;1125
Adelfas;100.0;9;9;25;25;95.0;Adelfas;Retiro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;50.0;15.0;1;0;moderate;;2;1125
;;23;53;83;353;89.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;40.0;;2;10;flexible;;1;1125
Trafalgar;150.0;6;19;32;300;99.0;Trafalgar;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;62.0;30.0;2;12;moderate;;2;1125
Guindalera;;6;35;65;340;;Guindalera;Salamanca;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;24.0;;1;0;strict;;1;1125
Malasaña;200.0;16;39;65;337;100.0;Universidad;Centro;Loft;Entire home/apt;4;2.0;2.0;2.0;Real Bed;95.0;60.0;2;20;strict;;2;1125
Embajadores;100.0;9;20;28;143;97.0;Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;85.0;30.0;4;30;moderate;;2;1125
;;13;39;69;344;98.0;Almagro;Chamberí;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;39.0;;1;0;moderate;;1;1125
Cortes;300.0;0;0;3;278;88.0;Cortes;Centro;Loft;Entire home/apt;4;1.0;1.0;2.0;Real Bed;65.0;40.0;2;10;strict;;2;30
;;12;35;44;110;88.0;Comillas;Carabanchel;Bed & Breakfast;Private room;3;1.0;1.0;1.0;Real Bed;25.0;;1;10;flexible;;1;20
Recoletos;;2;23;53;328;94.0;Recoletos;Salamanca;Apartment;Private room;1;3.0;1.0;1.0;Real Bed;30.0;20.0;1;0;strict;;3;365
La Latina;150.0;5;24;46;321;97.0;Embajadores;Centro;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;87.0;20.0;2;0;strict;;2;1125
;;20;50;80;355;;Timón;Barajas;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;40.0;;1;0;flexible;;1;1125
Malasaña;200.0;8;18;28;298;94.0;Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;69.0;30.0;2;30;strict;;4;45
Cortes;200.0;15;30;42;266;;Cortes;Centro;Apartment;Entire home/apt;12;2.0;4.0;6.0;Real Bed;245.0;40.0;6;10;strict;;3;1125
;;18;47;77;352;94.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;;1;0;flexible;;1;1125
;400.0;1;31;61;336;;Pacífico;Retiro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;5.0;1;0;flexible;;1;1125
Cuatro Caminos;;30;60;90;90;;Cuatro Caminos;Tetuán;House;Private room;2;1.0;1.0;1.0;Real Bed;68.0;;1;0;flexible;;5;60
Sol;350.0;6;17;24;285;88.0;Sol;Centro;Apartment;Entire home/apt;7;1.0;3.0;5.0;Real Bed;86.0;70.0;5;6;strict;;2;1125
Malasaña;100.0;18;48;78;353;;Universidad;Centro;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;75.0;25.0;1;15;strict;;2;30
Cortes;;5;13;25;139;98.0;Cortes;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;Pull-out Sofa;65.0;20.0;2;15;moderate;;3;1125
;;23;53;83;358;87.0;Valdezarza;Moncloa - Aravaca;House;Private room;2;1.0;1.0;2.0;Real Bed;30.0;;1;0;flexible;;1;3
;;16;46;76;76;89.0;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;;1;0;moderate;;2;1125
;150.0;10;18;48;323;100.0;Castilla;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;59.0;35.0;2;5;moderate;;4;180
Embajadores;;5;5;5;256;91.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;65.0;15.0;2;10;moderate;;2;1125
;100.0;7;31;31;274;100.0;Aravaca;Moncloa - Aravaca;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;10.0;1;0;flexible;;1;14
;200.0;12;38;68;158;98.0;Hispanoamérica;Chamartín;Apartment;Entire home/apt;6;1.5;3.0;4.0;Real Bed;90.0;30.0;4;15;strict;;5;30
Embajadores;95.0;4;22;32;63;100.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;48.0;10.0;2;10;moderate;;1;1125
Embajadores;;8;29;48;48;88.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;49.0;;1;0;flexible;;4;15
Carabanchel;;12;38;48;323;93.0;Abrantes;Carabanchel;Condominium;Private room;3;2.0;1.0;3.0;Real Bed;12.0;;1;16;strict;;1;1125
Arapiles;;11;32;54;196;98.0;Arapiles;Chamberí;Apartment;Entire home/apt;1;1.0;1.0;1.0;Real Bed;47.0;;1;25;moderate;;1;1125
;100.0;2;11;41;131;90.0;Simancas;San Blas - Canillejas;Loft;Entire home/apt;4;1.5;1.0;2.0;Real Bed;59.0;40.0;3;0;strict;;3;1125
Castellana;;12;12;25;176;94.0;Castellana;Salamanca;Bed & Breakfast;Private room;2;1.5;1.0;2.0;Real Bed;31.0;;1;22;flexible;;1;1125
La Latina;;5;25;37;103;89.0;Sol;Centro;Apartment;Entire home/apt;6;1.0;3.0;6.0;Real Bed;150.0;60.0;4;20;moderate;;3;1125
;100.0;0;0;0;0;92.0;Valdeacederas;Tetuán;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;45.0;20.0;2;5;flexible;;2;1125
;;6;21;38;72;80.0;Universidad;Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;45.0;5.0;2;5;strict;;2;15
Sol;100.0;5;16;33;297;99.0;Sol;Centro;House;Entire home/apt;4;1.0;2.0;3.0;Real Bed;64.0;30.0;2;15;flexible;;1;1125
La Latina;;12;26;36;101;83.0;Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;120.0;50.0;3;20;moderate;;3;1125
;200.0;5;23;37;290;95.0;Sol;Centro;Apartment;Entire home/apt;7;2.0;3.0;5.0;Real Bed;220.0;70.0;6;0;strict;;2;1125
La Latina;200.0;6;19;36;253;97.0;Embajadores;Centro;Apartment;Entire home/apt;16;2.0;5.0;11.0;Real Bed;300.0;65.0;10;35;strict;;2;60
;;0;0;0;0;80.0;Cuatro Caminos;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;21.0;;1;5;flexible;;2;30
Cortes;270.0;13;35;58;331;94.0;Cortes;Centro;Apartment;Entire home/apt;15;3.5;3.0;10.0;Real Bed;140.0;40.0;7;30;moderate;;2;120
Adelfas;;0;0;0;0;98.0;Adelfas;Retiro;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;35.0;;1;0;flexible;;2;1125
Sol;;14;32;56;322;94.0;Sol;Centro;Apartment;Shared room;7;3.0;1.0;10.0;Real Bed;13.0;;1;13;strict;269.0;2;1125
Villa de Vallecas;;30;60;90;180;;Casco Histórico de Vallecas;Villa de Vallecas;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;;1;0;flexible;;1;5
Justicia;120.0;11;11;11;77;91.0;Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;75.0;;1;0;flexible;;3;14
Sol;150.0;8;30;48;320;92.0;Sol;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;109.0;25.0;2;20;moderate;;2;1125
Moncloa;;28;58;88;178;80.0;Ciudad Universitaria;Moncloa - Aravaca;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;39.0;15.0;1;25;flexible;;3;1125
Carabanchel;250.0;0;0;0;0;100.0;Vista Alegre;Carabanchel;Other;Entire home/apt;3;1.0;3.0;3.0;Real Bed;18.0;;1;0;strict;;90;365
;;9;26;56;56;94.0;Imperial;Arganzuela;Apartment;Private room;3;2.0;1.0;2.0;Real Bed;33.0;10.0;2;10;strict;;1;1125
;;7;11;25;268;91.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;58.0;10.0;2;10;moderate;;2;1125
Palos do Moguer;;6;36;66;341;98.0;Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;10.0;1;7;moderate;;2;1125
Cortes;100.0;8;14;28;271;84.0;Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;59.0;;2;10;moderate;420.0;3;365
Sol;150.0;17;37;61;333;97.0;Sol;Centro;Apartment;Entire home/apt;10;2.0;3.0;8.0;Real Bed;150.0;;1;20;flexible;;2;30
Embajadores;200.0;14;42;72;162;;Embajadores;Centro;House;Entire home/apt;4;1.0;1.0;1.0;Real Bed;119.0;40.0;2;30;moderate;;2;1125
Cortes;234.0;8;24;40;313;93.0;Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;52.0;28.0;1;0;moderate;;2;30
Sol;300.0;0;0;4;267;94.0;Sol;Centro;Apartment;Entire home/apt;2;1.5;1.0;1.0;Real Bed;74.0;35.0;2;20;strict;0.0;2;1125
Embajadores;100.0;3;7;11;250;98.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;50.0;10.0;2;0;moderate;;1;1125
Hortaleza;;30;60;90;365;85.0;Pinar del Rey;Hortaleza;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;28.0;;1;5;flexible;;1;1125
;;30;60;90;365;;Los Angeles;Villaverde;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;66.0;;1;0;flexible;;1;1125
